pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,3,4,5,1,2,4,21.3,4216,52,0.8,5.54,11.65,69.99,1
2016,3,4,5,1,2,4,19.4,3899,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,2,4,21.42,3906,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,4,3,9.1,1233,26.5,0.8,5.54,8.2,41.04,1
2016,3,4,5,1,4,2,17.02,2756,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,4,3,8.55,832,23.5,0.8,0,25,49.3,1
2016,3,4,5,1,4,2,18.67,2686,52,0.8,0,10.56,63.36,1
2016,3,4,5,1,2,1,16.5,4575,58.5,0.8,0,11.85,71.15,1
2016,3,4,5,1,4,2,17.59,2675,52,0.8,0,3,55.8,1
2016,3,4,5,1,4,3,10.11,1650,30.5,0.8,5.54,7.37,44.21,1
2016,3,4,5,1,4,2,18.2,2726,52,0.8,5.54,8,66.34,1
2016,3,4,5,1,4,3,13.15,1516,35.5,0.8,5.54,8.37,50.21,1
2016,3,4,5,1,4,3,11.1,1317,32,0.8,5.54,5,43.34,1
2016,3,4,5,1,4,3,9.94,1609,31,0.8,5.54,7.47,44.81,1
2016,3,4,5,1,4,3,9.9,924,27.5,0.8,5.54,6.75,40.59,1
2016,3,4,5,1,4,2,17.5,2574,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,4,3,9.4,1447,28.5,0.8,5.54,6.95,41.79,1
2016,3,4,5,1,4,3,10.8,1601,32,0.8,5.54,0,38.34,1
2016,3,4,5,1,4,3,10,1534,31,0.8,5.54,7.45,44.79,1
2016,3,4,5,1,4,3,8.91,1096,26,0.8,5.54,6.47,38.81,1
2016,3,4,5,1,4,2,17.82,2400,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,2,2,0.02,31,2.5,0.8,0,0,3.3,2
2016,3,4,5,1,2,4,18.41,4760,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,4,3,10.19,1616,31,0.8,5.54,9.34,46.68,1
2016,3,4,5,1,2,1,10.75,3042,40,0.8,0,0,40.8,2
2016,3,4,5,1,4,3,9.78,1682,30,0.8,5.54,7.27,43.61,1
2016,3,4,5,1,2,2,0,3,2.5,0.8,0,0,3.3,2
2016,3,4,5,1,4,2,17.25,3234,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,4,2,18.5,2499,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,4,3,10.8,1345,31,0.8,5.54,10,47.34,1
2016,3,4,5,1,2,1,15.06,4150,55.5,0.8,0,0,56.3,2
2016,3,4,5,1,2,1,14.24,4778,58,0.8,0,11.76,70.56,1
2016,3,4,5,1,2,4,19.88,5864,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,4,3,9.72,1299,27.5,0.8,5.54,6.16,40,1
2016,3,4,5,1,2,4,23.5,5689,52,0.8,5.54,0,58.34,1
2016,3,4,5,1,4,2,20.85,2932,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,2,6,11.47,2560,39,0.8,0,0,39.8,2
2016,3,4,5,1,3,4,8.1,2517,32,0.8,5.54,11.5,49.84,1
2016,3,4,5,1,4,3,11.1,1899,34,0.8,0,0,34.8,2
2016,3,4,5,1,4,3,9.84,1318,29,0.8,5.54,7.07,42.41,1
2016,3,4,5,1,2,1,18.3,4704,62.5,0.8,0,10,73.3,1
2016,3,4,5,1,2,4,21.3,6443,52,0.8,5.54,14.58,72.92,1
2016,3,4,5,1,2,4,19.53,4391,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,4,3,11.58,1778,35,0.8,5.54,0,41.34,2
2016,3,4,5,1,3,4,8.7,2656,32.5,0.8,0,6.65,39.95,1
2016,3,4,5,1,2,4,17.8,5191,52,0.8,5.54,14.55,72.89,1
2016,3,4,5,1,2,4,29.96,4577,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,2,4,21.63,5110,52,0.8,5.54,14.58,72.92,1
2016,3,4,5,2,4,3,11.1,1945,34.5,0.8,0,7.06,42.36,1
2016,3,4,5,2,4,3,10.85,1259,31,0.8,5.54,11.2,48.54,1
2016,3,4,5,2,3,4,10.1,3170,38,0.8,0,7.75,46.55,1
2016,3,4,5,2,4,3,9.59,1583,29.5,0.8,5.54,7.17,43.01,1
2016,3,4,5,2,3,4,8.7,2167,30,0.8,5.54,5,41.34,1
2016,3,4,5,2,4,2,20.01,2788,52,0.8,5.54,0,58.34,1
2016,3,4,5,2,3,4,12.2,2681,40,0.8,5.54,9.25,55.59,1
2016,3,4,5,2,2,4,17.4,5005,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,4,3,11.16,2422,38,0.8,5.54,4,48.34,1
2016,3,4,5,2,4,3,11.54,1898,36,0.8,5.54,10.58,52.92,1
2016,3,4,5,2,3,1,21.59,3314,64,0.8,0,2,66.8,1
2016,3,4,5,2,4,2,16.8,2265,52,0.8,5.54,11.65,69.99,1
2016,3,4,5,2,4,2,16.2,2466,52,0.8,5.54,8,66.34,1
2016,3,4,5,2,2,3,12.17,2532,40.5,0.8,0,0,41.3,2
2016,3,4,5,2,4,3,9.36,1670,30.5,0.8,5.54,0,36.84,2
2016,3,4,5,2,4,2,17.3,3127,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,4,2,15.89,2469,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,2,4,2,17.4,3693,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,3,4,9.7,2802,37.5,0.8,5.54,8.75,52.59,1
2016,3,4,5,2,4,3,13,2993,46,0.8,5.54,0,52.34,2
2016,3,4,5,2,4,3,14.9,3056,48,0.8,5.54,10.85,65.19,1
2016,3,4,5,2,4,3,11.1,1336,32,0.8,5.54,4,42.34,1
2016,3,4,5,2,3,4,9.5,2425,33,0.8,5.54,7,46.34,1
2016,3,4,5,2,4,3,10.64,2072,36,0.8,5.54,8.47,50.81,1
2016,3,4,5,2,4,2,17.4,3068,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,2,3,12.81,1944,37.5,0.8,0,0,38.3,2
2016,3,4,5,2,2,4,18.2,4353,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,4,2,19.76,3141,52,0.8,0,15.84,68.64,1
2016,3,4,5,2,4,3,9.33,1774,30.5,0.8,5.54,9.21,46.05,1
2016,3,4,5,2,3,0,8.3,1476,26,0.8,5.54,0,32.34,3
2016,3,4,5,2,3,4,9.2,2717,36,0.8,5.54,8.45,50.79,1
2016,3,4,5,2,2,6,7.3,1685,24.5,0.8,0,0,25.3,2
2016,3,4,5,2,4,2,20.34,2906,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,2,4,3,9.5,2216,35,0.8,5.54,10.3,51.64,1
2016,3,4,5,2,3,4,11.44,3230,41,0.8,5.54,0,47.34,2
2016,3,4,5,2,2,1,15.48,1727,42.5,0.8,0,8.66,51.96,1
2016,3,4,5,2,3,4,9.28,2657,36.5,0.8,5.54,12.85,55.69,1
2016,3,4,5,2,3,4,8,2019,29,0.8,5.54,5,40.34,1
2016,3,4,5,2,3,1,11.6,2359,35.5,0.8,0,7.26,43.56,1
2016,3,4,5,2,3,4,7.99,1773,27,0.8,0,0,27.8,1
2016,3,4,5,2,3,4,8.6,2438,33,0.8,5.54,5,44.34,1
2016,3,4,5,2,3,4,8.4,2466,32.5,0.8,5.54,9.7,48.54,1
2016,3,4,5,2,2,0,18.45,1716,49,0.8,5.54,0,55.34,2
2016,3,4,5,2,3,4,9.4,2770,36,0.8,5.54,12.7,55.04,1
2016,3,4,5,2,2,0,20.3,2781,56.5,0.8,5.54,0,62.84,2
2016,3,4,5,2,4,3,11.6,1917,35,0.8,0,7.15,42.95,1
2016,3,4,5,2,3,4,11.21,1479,32.5,0.8,5.54,0,38.84,2
2016,3,4,5,2,4,3,11.8,2017,35.5,0.8,0,9.05,45.35,1
2016,3,4,5,2,3,4,9.34,2134,32.5,0.8,5.54,2,40.84,1
2016,3,4,5,2,3,4,9.4,3157,40.5,0.8,5.54,11.7,58.54,1
2016,3,4,5,2,3,4,9.98,2253,34.5,0.8,0,8.82,44.12,1
2016,3,4,5,2,4,2,16.58,2305,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,4,3,10.59,1580,32,0.8,5.54,7.67,46.01,1
2016,3,4,5,2,4,3,12.1,2167,39.5,0.8,5.54,9.16,55,1
2016,3,4,5,2,4,3,9.15,1405,29,0.8,5.54,10.6,45.94,1
2016,3,4,5,2,4,3,11.95,2110,38.5,0.8,5.54,10,54.84,1
2016,3,4,5,2,4,3,9.54,2349,36,0.8,0,7.36,44.16,1
2016,3,4,5,2,2,1,18.8,2707,53.5,0.8,0,13.55,67.85,1
2016,3,4,5,2,3,6,4.8,784,16,0.8,0,0,16.8,2
2016,3,4,5,2,3,4,12.5,2328,39.5,0.8,5.54,4.16,50,1
2016,3,4,5,2,3,0,9.6,1531,30,0.8,5.54,7.26,43.6,1
2016,3,4,5,2,2,1,13.6,2994,46,0.8,0,0,46.8,2
2016,3,4,5,2,2,2,2.3,323,8.5,0.8,0,2,11.3,1
2016,3,4,5,2,3,4,10.3,1749,31.5,0.8,5.54,7.55,45.39,1
2016,3,4,5,2,3,4,11.3,2542,38,0.8,5.54,10,54.34,1
2016,3,4,5,2,3,4,9.34,2988,39.5,0.8,5.54,9.17,55.01,1
2016,3,4,5,2,3,4,12.04,2374,39,0.8,5.54,0,45.34,2
2016,3,4,5,2,2,3,12.2,1209,33.5,0.8,0,6.85,41.15,1
2016,3,4,5,2,4,3,9.18,1060,26.5,0.8,5.54,5,37.84,1
2016,3,4,5,2,3,4,8.7,1961,30,0.8,5.54,7.27,43.61,1
2016,3,4,5,2,3,4,11,2659,40,0.8,5.54,8,54.34,1
2016,3,4,5,2,3,4,10.05,2021,33,0.8,5.54,7.87,47.21,1
2016,3,4,5,2,4,3,11.7,1728,35.5,0.8,5.54,12.55,54.39,1
2016,3,4,5,2,3,4,8.6,1496,27.5,0.8,5.54,0,33.84,2
2016,3,4,5,2,2,4,17.38,3056,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,2,1,13,2736,43,0.8,0,8.75,52.55,1
2016,3,4,5,2,3,4,8.6,1701,29,0.8,5.54,0,35.34,2
2016,3,4,5,2,4,2,22.18,3158,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,2,3,1,12.56,1639,37,0.8,0,0,37.8,2
2016,3,4,5,2,4,2,28.42,2160,52,0.8,5.54,0,58.34,2
2016,3,4,5,2,2,1,14.69,1541,40,0.8,0,0,40.8,2
2016,3,4,5,2,3,4,11.54,1611,35.5,0.8,5.54,8.37,50.21,1
2016,3,4,5,3,4,3,8.4,1062,25,0.8,5.54,6.25,37.59,1
2016,3,4,5,3,3,4,11.3,1876,35,0.8,5.54,8.27,49.61,1
2016,3,4,5,3,4,3,9.9,1573,30.5,0.8,5.54,0,36.84,2
2016,3,4,5,3,3,4,10.36,1638,31,0.8,5.54,7.47,44.81,1
2016,3,4,5,3,3,4,9.35,2385,36,0.8,5.54,8.47,50.81,1
2016,3,4,5,3,3,4,12,2823,41.5,0.8,5.54,10,57.84,1
2016,3,4,5,3,2,4,19.5,2411,52,0.8,5.54,14.55,72.89,1
2016,3,4,5,3,3,4,10.5,1981,33,0.8,5.54,7.85,47.19,1
2016,3,4,5,3,2,4,17.95,2783,52,0.8,5.54,5.55,63.89,1
2016,3,4,5,3,4,2,16.69,2948,52,0.8,0,10.56,63.36,1
2016,3,4,5,3,4,3,11,1432,32,0.8,5.54,7.65,45.99,1
2016,3,4,5,3,3,4,9.5,1520,28.5,0.8,5.54,0,34.84,2
2016,3,4,5,3,4,3,11.6,1398,32.5,0.8,0,6.65,39.95,1
2016,3,4,5,3,2,4,17.71,2665,52,0.8,5.54,0,58.34,2
2016,3,4,5,3,4,3,9.3,1703,31.5,0.8,5.54,7.55,45.39,1
2016,3,4,5,3,1,3,11.2,1391,32,0.8,0,6.55,39.35,1
2016,3,4,5,3,3,1,9.3,1948,31.5,0.8,0,6.45,38.75,1
2016,3,4,5,3,4,3,9.58,1857,32.5,0.8,0,6.66,39.96,1
2016,3,4,5,3,3,1,11.23,1879,34,0.8,0,6.96,41.76,1
2016,3,23,3,1,4,2,17.04,1594,52,0.8,5.54,14.58,72.92,1
2016,3,23,3,1,4,3,7.82,996,23.5,1.3,5.54,7.58,37.92,1
2016,3,23,3,1,4,3,9.73,917,28,1.3,0,5.86,35.16,1
2016,3,23,3,1,4,2,16.44,1344,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,1,4,3,7.5,1185,23.5,1.3,0,4.95,29.75,1
2016,3,23,3,1,4,3,8.1,1065,24,1.3,0,0,25.3,2
2016,3,23,3,1,4,2,16.89,1637,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,1,4,3,10.2,1149,29.5,1.3,5.54,5,41.34,1
2016,3,23,3,1,2,1,16.01,1638,44,1.3,0,9.06,54.36,1
2016,3,23,3,1,4,3,13.4,2197,40.5,1.3,5.54,11.8,59.14,1
2016,3,23,3,1,2,1,11.04,1323,31.5,1.3,0,5.5,38.3,1
2016,3,23,3,1,2,1,11.7,1477,33.5,1.3,0,6.95,41.75,1
2016,3,23,3,1,4,3,9.2,1028,27,1.3,5.54,6.75,40.59,1
2016,3,23,3,1,2,4,17.6,1893,52,0.8,5.54,14.55,72.89,1
2016,3,23,3,1,2,4,22,1951,52,0.8,5.54,0,58.34,2
2016,3,23,3,1,4,2,18.28,1943,52,0.8,0,6,58.8,1
2016,3,23,3,1,4,2,17.21,1766,52,0.8,6,0,58.8,2
2016,3,23,3,1,4,3,9.95,1223,29,1.3,5.54,10,45.84,1
2016,3,23,3,1,6,3,5.3,1137,19.5,0.8,0,4.05,24.35,1
2016,3,23,3,1,4,3,10,1247,29.5,1.3,5.54,7.25,43.59,1
2016,3,23,3,1,2,4,17.59,2837,52,0.8,5.54,0,58.34,2
2016,3,23,3,1,4,2,16.52,1708,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,1,4,3,11.4,1238,32,0.8,5.54,0,38.34,2
2016,3,23,3,1,4,3,11.87,1446,35,1.3,5.54,5,46.84,1
2016,3,23,3,1,4,3,9.7,1025,28,0.8,0,0,28.8,2
2016,3,23,3,1,2,4,18.51,2957,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,1,2,1,23,2487,64,0.8,0,16.2,81,1
2016,3,23,3,1,4,2,17.6,2237,52,0.8,5.54,11.65,69.99,1
2016,3,23,3,1,4,3,8.15,1115,25,0.8,5.54,0,31.34,2
2016,3,23,3,1,6,3,3.73,408,12,0.8,0,1.2,14,1
2016,3,23,3,1,2,6,13.68,2008,39,0.8,0,0,39.8,2
2016,3,23,3,1,4,2,17,2316,52,0.8,5.54,8,66.34,1
2016,3,23,3,1,4,3,11,1327,32,0.8,0,8.2,41,1
2016,3,23,3,1,4,3,10.36,1384,30.5,0.8,5.54,5,41.84,1
2016,3,23,3,1,4,3,12,1620,35,0.8,5.54,8.26,49.6,1
2016,3,23,3,1,2,4,17.4,2845,52,0.8,5.54,0,58.34,2
2016,3,23,3,1,4,2,17.41,2517,52,0.8,5.54,14.58,72.92,1
2016,3,23,3,1,4,3,10.07,2295,34.5,0.8,0,0,35.3,2
2016,3,23,3,1,4,3,10.4,1517,31,0.8,5.54,11.2,48.54,1
2016,3,23,3,1,3,6,5.05,424,15,0.8,0,3.16,18.96,1
2016,3,23,3,1,4,3,9.06,1055,26,0.8,5.54,8.08,40.42,1
2016,3,23,3,1,4,3,17.1,1958,47.5,0.8,5.54,10.75,64.59,1
2016,3,23,3,1,4,3,11.87,1688,34.5,0.8,5.54,8.17,49.01,1
2016,3,23,3,1,3,4,16.43,2256,47.5,0.8,5.54,8.07,61.91,1
2016,3,23,3,1,4,2,20.55,2687,52,0.8,5.54,10,68.34,1
2016,3,23,3,1,4,2,19.4,2264,52,0.8,5.54,14.55,72.89,1
2016,3,23,3,1,4,2,18.5,2016,52,0.8,5.54,8.66,67,1
2016,3,23,3,1,2,6,1.62,551,8,0.8,0,0,8.8,2
2016,3,23,3,1,4,3,11.14,1783,33.5,0.8,5.54,0,39.84,2
2016,3,23,3,1,2,1,15.58,4617,60.5,0.8,0,12.26,73.56,1
2016,3,23,3,1,4,3,8.25,2259,31.5,0.8,0,6.46,38.76,1
2016,3,23,3,1,3,6,4.9,1172,17.5,0.8,0,0,18.3,2
2016,3,23,3,1,4,3,11.7,1572,32.5,0.8,5.54,7.75,46.59,1
2016,3,23,3,1,2,4,18.5,3866,52,0.8,5.54,12,70.34,1
2016,3,23,3,1,2,4,17.8,4071,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,1,2,4,18.02,3600,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,1,4,3,8.6,1217,26.5,0.8,5.54,6.55,39.39,1
2016,3,23,3,1,3,4,11.62,2572,39,0.8,5.54,6,51.34,1
2016,3,23,3,2,3,4,11.29,2737,38,0.8,5.54,8.87,53.21,1
2016,3,23,3,2,2,2,16.7,2,52,0.8,0,10.55,63.35,1
2016,3,23,3,2,4,3,6.57,732,19.5,0.8,5.54,5.17,31.01,1
2016,3,23,3,2,2,1,15.7,2204,44.5,0.8,0,0,45.3,2
2016,3,23,3,2,3,1,12.7,2847,43,0.8,0,0,43.8,2
2016,3,23,3,2,4,3,13.9,2181,41,0.8,5.54,11.84,59.18,1
2016,3,23,3,2,3,4,11.38,2944,38.5,0.8,5.54,8.97,53.81,1
2016,3,23,3,2,4,3,10.89,1422,32,0.8,5.54,0,38.34,2
2016,3,23,3,2,4,3,6.5,1892,27,0.8,0,5.55,33.35,1
2016,3,23,3,2,2,4,18,3327,52,0.8,5.54,11.65,69.99,1
2016,3,23,3,2,3,4,10.2,2320,33.5,0.8,5.54,5,44.84,1
2016,3,23,3,2,3,4,10.7,2762,36.5,0.8,5.54,8.55,51.39,1
2016,3,23,3,2,4,3,8.6,1761,29.5,0.8,5.54,10.75,46.59,1
2016,3,23,3,2,6,3,5.4,1164,19,0.8,0,0,19.8,2
2016,3,23,3,2,3,4,9.7,2733,34.5,0.8,5.54,5.08,45.92,1
2016,3,23,3,2,3,4,9.8,3334,39,0.8,5.54,5,50.34,1
2016,3,23,3,2,4,3,12.47,2568,42.5,0.8,5.54,0,48.84,2
2016,3,23,3,2,4,3,8.38,911,24.5,0.8,5.54,7.71,38.55,1
2016,3,23,3,2,4,2,16.77,3266,52,0.8,0,10.56,63.36,1
2016,3,23,3,2,2,3,11.22,1097,31,0.8,0,0,31.8,2
2016,3,23,3,2,3,4,9.25,2322,32,0.8,5.54,7.67,46.01,1
2016,3,23,3,2,3,6,3.8,1088,15.5,0.8,0,0,16.3,2
2016,3,23,3,2,3,6,10.34,1763,32,0.8,0,6.58,39.38,1
2016,3,23,3,2,3,4,12.5,2228,39.5,0.8,5.54,0,45.84,2
2016,3,23,3,2,3,4,10.5,2161,33,0.8,5.54,7.85,47.19,1
2016,3,23,3,2,3,4,10.73,2838,38,0.8,5.54,7.98,52.32,1
2016,3,23,3,2,4,2,18,2511,52,0.8,5.54,14.55,72.89,1
2016,3,23,3,2,3,4,9,2559,33.5,0.8,0,8.58,42.88,1
2016,3,23,3,2,4,3,9.77,1066,28,0.8,0,7.2,36,1
2016,3,23,3,2,4,3,10,2630,39.5,0.8,5.54,9.17,55.01,1
2016,3,23,3,2,4,3,12.07,2085,38,0.8,5.54,0,44.34,2
2016,3,23,3,2,3,4,8.37,2023,30,0.8,5.54,9.08,45.42,1
2016,3,23,3,2,3,1,13.55,3462,44.5,0.8,0,0,45.3,2
2016,3,23,3,2,3,4,9.17,2166,32,0.8,5.54,9.58,47.92,1
2016,3,23,3,2,4,3,8.57,1120,25.5,0.8,5.54,6.37,38.21,1
2016,3,23,3,2,3,4,8.1,2450,32,0.8,0,6.55,39.35,1
2016,3,23,3,2,4,3,11.48,2512,41,0.8,5.54,11.84,59.18,1
2016,3,23,3,2,2,4,17.36,2038,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,2,3,4,8.6,1891,29.5,0.8,5.54,0,35.84,2
2016,3,23,3,2,3,4,15.4,2087,42.5,0.8,5.54,9.77,58.61,1
2016,3,23,3,2,3,4,9.4,2292,33,0.8,5.54,0,39.34,2
2016,3,23,3,2,3,4,6,853,18.5,0.8,5.54,2.4,27.24,1
2016,3,23,3,2,3,1,7.87,1922,27,0.8,0,0,27.8,2
2016,3,23,3,2,3,4,10.6,2040,34.5,0.8,5.54,8.15,48.99,1
2016,3,23,3,2,3,4,10.3,1734,31,0.8,5.54,2,39.34,1
2016,3,23,3,2,4,3,8.3,948,24.5,0.8,5.54,6.15,36.99,1
2016,3,23,3,2,3,4,10.2,2341,35,0.8,5.54,8.27,49.61,1
2016,3,23,3,2,3,4,10.54,2306,35,0.8,5.54,0,41.34,2
2016,3,23,3,2,2,4,17.94,3032,52,0.8,5.54,2,60.34,1
2016,3,23,3,2,3,4,7.1,1930,26.5,0.8,0,6.8,34.1,1
2016,3,23,3,2,2,4,17.49,5352,52,0.8,5.54,0,58.34,2
2016,3,23,3,2,3,4,11.04,2069,34,0.8,5.54,6,46.34,1
2016,3,23,3,2,3,4,12.6,2348,39.5,0.8,5.54,9.15,54.99,1
2016,3,23,3,2,3,4,9.18,2500,35,0.8,5.54,0,41.34,2
2016,3,23,3,2,3,4,10.1,3270,43,0.8,5.54,9.87,59.21,1
2016,3,23,3,2,3,4,9.32,3370,43,0.8,5.54,14.8,64.14,1
2016,3,23,3,2,4,2,16.98,2874,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,2,3,4,9,3026,39,0.8,5.54,0.06,45.4,1
2016,3,23,3,2,3,4,8.4,3101,38.5,0.8,5.54,8.95,53.79,1
2016,3,23,3,2,2,4,17.26,3554,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,2,3,4,10.07,3175,41,0.8,0,0,41.8,2
2016,3,23,3,2,2,1,6.99,847,20.5,0.8,0,0,21.3,2
2016,3,23,3,2,3,4,8.4,2904,36.5,0.8,5.54,8.55,51.39,1
2016,3,23,3,2,3,4,10.4,2651,37,0.8,5.54,8.65,51.99,1
2016,3,23,3,2,3,4,12.45,2699,42.5,0.8,0,0,43.3,2
2016,3,23,3,2,4,3,8.68,1868,30,0.8,5.54,7.27,43.61,1
2016,3,23,3,2,4,3,8.6,1154,26,0.8,0,0,26.8,2
2016,3,23,3,2,3,4,11.33,2850,40,0.8,5.54,9.27,55.61,1
2016,3,23,3,2,3,4,10.2,3636,43,0.8,5.54,10,59.34,1
2016,3,23,3,2,3,4,11.2,2998,42,0.8,5.54,9.65,57.99,1
2016,3,23,3,2,3,4,9.16,3851,43.5,0.8,5.54,9.97,59.81,1
2016,3,23,3,2,3,4,9.6,3295,40,0.8,5.54,0,46.34,2
2016,3,23,3,2,3,6,4.34,684,14,0.8,0,2.96,17.76,1
2016,3,23,3,2,3,4,14,2922,45.5,0.8,5.54,15,66.84,1
2016,3,23,3,2,3,4,14.7,3388,50,0.8,0,12.7,63.5,1
2016,3,23,3,2,3,4,10.13,3856,46,0.8,5.54,10,62.34,1
2016,3,23,3,2,3,4,12.5,3932,51.5,0.8,5.54,11.55,69.39,1
2016,3,23,3,2,4,3,8.94,1553,29,0.8,5.54,7.07,42.41,1
2016,3,23,3,2,3,4,7.9,2170,30,0.8,0,9.2,40,1
2016,3,23,3,2,4,3,9.7,1392,29,0.8,5.54,6,41.34,1
2016,3,23,3,2,4,3,7.73,1334,25,0.8,5.54,6.27,37.61,1
2016,3,23,3,2,3,4,14.7,4416,56.5,0.8,5.54,0,62.84,4
2016,3,23,3,2,2,4,19.2,3519,52,0.8,5.54,0,58.34,2
2016,3,23,3,2,4,3,11.32,2268,38.5,0.8,0,9.82,49.12,1
2016,3,23,3,2,4,2,19.59,2948,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,2,2,1,15.81,2293,46.5,0.8,0,9.46,56.76,1
2016,3,23,3,2,4,3,7.6,1980,28.5,0.8,5.54,5,39.84,1
2016,3,23,3,2,2,4,20.46,2451,52,0.8,5.54,0,58.34,2
2016,3,23,3,2,2,4,16.16,2475,52,0.8,5.54,11.67,70.01,1
2016,3,23,3,2,4,3,11.86,2521,39.5,0.8,5.54,0,45.84,2
2016,3,23,3,2,4,2,17.4,1963,52,0.8,5.54,10,68.34,1
2016,3,23,3,2,4,3,6.95,1418,23.5,0.8,5.54,7.46,37.3,1
2016,3,23,3,2,6,2,14.42,1448,52,0.8,0,13.2,66,1
2016,3,28,1,4,2,4,19.13,3385,52,5.3,5.54,12.57,75.41,1
2016,3,28,1,4,3,4,9.4,1829,32,1.8,5.54,7.85,47.19,1
2016,3,28,1,4,4,2,16.8,3968,52,5.3,5.54,15.71,78.55,1
2016,3,28,1,4,3,4,8.9,1631,29.5,1.8,5.54,7.35,44.19,1
2016,3,28,1,4,3,4,10,2224,35.5,1.8,0,7.45,44.75,1
2016,3,28,1,4,2,4,28.3,3928,52,5.3,5.54,0,62.84,2
2016,3,28,1,4,3,4,10.19,1533,31,1.8,5.54,7.67,46.01,1
2016,3,28,1,4,3,4,11.1,2542,36.5,1.8,0,0,38.3,2
2016,3,28,1,4,4,2,17.6,4235,52,5.3,5.54,12.55,75.39,1
2016,3,28,1,4,4,3,9.53,1542,28,1.8,5.54,7.07,42.41,1
2016,3,28,1,4,3,4,8.89,1125,25.5,1.8,5.54,6.57,39.41,1
2016,3,28,1,4,2,4,18.3,3291,52,5.3,5.54,12.57,75.41,1
2016,3,28,1,4,3,1,7.51,1482,24.5,1.8,0,5.26,31.56,1
2016,3,28,1,4,2,4,18.1,3892,52,5.3,5.54,0,62.84,2
2016,3,28,1,4,4,3,10.8,1873,32.5,1.8,5.54,11.95,51.79,1
2016,3,28,1,4,4,3,9,1558,28,1.8,5.54,0,35.34,2
2016,3,28,1,4,2,4,20.4,2888,52,5.3,5.54,18.85,81.69,1
2016,3,28,1,4,4,3,10.1,1625,30,1.8,5.54,7.47,44.81,1
2016,3,28,1,4,2,0,27.1,3300,72.5,1.8,5.54,15.97,95.81,1
2016,3,28,1,4,2,6,3.32,520,12,1.8,0,0,13.8,2
2016,3,28,1,4,3,4,8.98,1459,27,1.8,5.54,6.87,41.21,1
2016,3,28,1,4,2,4,16.7,2408,52,5.3,5.54,6,68.84,1
2016,3,28,1,4,4,3,9,1089,25.5,1.8,5.54,0,32.84,2
2016,3,28,1,4,2,4,16.91,3384,52,5.3,5.54,18.85,81.69,1
2016,3,28,1,4,3,1,10.4,3363,40.5,1.8,0,8.45,50.75,1
2016,3,28,1,4,3,1,10.05,2635,34,1.8,0,0,35.8,2
2016,3,28,1,4,4,2,15.7,3564,52,5.3,0,0,57.3,2
2016,3,28,1,4,4,3,10.54,1872,32.5,1.8,0,0,34.3,1
2016,3,28,1,4,2,6,13,1784,36.5,1.8,0,0,38.3,2
2016,3,28,1,4,3,1,8.2,1665,26.5,1.8,0,5.65,33.95,1
2016,3,28,1,4,2,1,16.7,2462,47,1.8,0,0,48.8,2
2016,3,28,1,4,3,4,10.38,1467,30.5,1.8,5.54,5,42.84,1
2016,3,28,1,4,3,4,7.79,1147,24,1.8,5.54,6,37.34,1
2016,3,28,1,4,3,4,9.6,1309,29,1.8,5.54,7.25,43.59,1
2016,3,28,1,4,2,4,17.25,2713,52,5.3,5.54,12.57,75.41,1
2016,3,28,1,4,3,4,8.7,1327,27,1.8,5.54,5,39.34,1
2016,3,28,1,4,3,4,12,2421,38.5,1.8,5.54,9.15,54.99,1
2016,3,28,1,4,3,4,14.88,2222,44,1.8,5.54,10.27,61.61,1
